-1,-1,-1,-1,3,64,0,0,2,63,0,0,-1,-1,-1,-1,1,77,0,0,-1,-1,-1,-1
-1,-1,-1,-1,3,64,0,244,2,63,0,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,64,0,256,2,63,0,256,-1,-1,-1,-1,1,83,256,256,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,83,256,487,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,71,512,512,-1,-1,-1,-1,-1,-1,-1,-1,1,77,512,512,3,90,512,512
-1,-1,-1,-1,3,71,512,756,-1,-1,-1,-1,-1,-1,-1,-1,1,77,512,756,-1,-1,-1,-1
-1,-1,-1,-1,3,71,512,768,-1,-1,-1,-1,-1,-1,-1,-1,1,77,512,768,3,87,768,768
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,87,768,999
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,66,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,73,1024,1024,5,86,1024,1024
1,66,1024,1268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,73,1024,1268,-1,-1,-1,-1
1,66,1024,1280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,73,1024,1280,5,83,1280,1280
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,83,1280,1511
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,71,1536,1536,-1,-1,-1,-1,-1,-1,-1,-1,1,75,1536,1536,3,81,1536,1536
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,68,2048,2048,-1,-1,-1,-1,-1,-1,-1,-1,2,70,2048,2048,-1,-1,-1,-1,1,80,2048,2048
1,68,2048,2292,-1,-1,-1,-1,-1,-1,-1,-1,2,70,2048,2292,-1,-1,-1,-1,-1,-1,-1,-1
1,68,2048,2304,-1,-1,-1,-1,-1,-1,-1,-1,2,70,2048,2304,-1,-1,-1,-1,1,85,2304,2304
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,85,2304,2535
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,76,2560,2560,-1,-1,-1,-1,0,69,2560,2560,-1,-1,-1,-1,0,82,2560,2560
-1,-1,-1,-1,3,76,2560,2804,-1,-1,-1,-1,0,69,2560,2804,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,76,2560,2816,-1,-1,-1,-1,0,69,2560,2816,-1,-1,-1,-1,0,84,2816,2816
