-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,84,2816,3047
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,69,3072,3072,-1,-1,-1,-1,-1,-1,-1,-1,0,71,3072,3072,3,81,3072,3072,-1,-1,-1,-1
3,69,3072,3316,-1,-1,-1,-1,-1,-1,-1,-1,0,71,3072,3316,-1,-1,-1,-1,-1,-1,-1,-1
3,69,3072,3328,-1,-1,-1,-1,-1,-1,-1,-1,0,71,3072,3328,3,83,3328,3328,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,83,3328,3559,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,75,3584,3584,2,71,3584,3584,-1,-1,-1,-1,1,81,3584,3584,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,72,4096,4096,-1,-1,-1,-1,-1,-1,-1,-1,1,80,4096,4096,3,94,4096,4096
-1,-1,-1,-1,3,72,4096,4340,-1,-1,-1,-1,-1,-1,-1,-1,1,80,4096,4340,-1,-1,-1,-1
-1,-1,-1,-1,3,72,4096,4352,-1,-1,-1,-1,-1,-1,-1,-1,1,80,4096,4352,3,83,4352,4352
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,83,4352,4583
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,68,4608,4608,-1,-1,-1,-1,-1,-1,-1,-1,2,71,4608,4608,-1,-1,-1,-1,1,81,4608,4608
1,68,4608,4852,-1,-1,-1,-1,-1,-1,-1,-1,2,71,4608,4852,-1,-1,-1,-1,-1,-1,-1,-1
1,68,4608,4864,-1,-1,-1,-1,-1,-1,-1,-1,2,71,4608,4864,-1,-1,-1,-1,1,84,4864,4864
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,84,4864,5095
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,73,5120,5120,-1,-1,-1,-1,-1,-1,-1,-1,0,70,5120,5120,-1,-1,-1,-1,0,82,5120,5120
3,73,5120,5364,-1,-1,-1,-1,-1,-1,-1,-1,0,70,5120,5364,-1,-1,-1,-1,-1,-1,-1,-1
3,73,5120,5376,-1,-1,-1,-1,-1,-1,-1,-1,0,70,5120,5376,-1,-1,-1,-1,0,84,5376,5376
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,84,5376,5607
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,72,5632,5632,-1,-1,-1,-1,-1,-1,-1,-1,0,67,5632,5632,3,82,5632,5632,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,73,6144,6144,-1,-1,-1,-1,-1,-1,-1,-1,1,76,6144,6144,3,90,6144,6144
-1,-1,-1,-1,3,73,6144,6388,-1,-1,-1,-1,-1,-1,-1,-1,1,76,6144,6388,-1,-1,-1,-1
-1,-1,-1,-1,3,73,6144,6400,-1,-1,-1,-1,-1,-1,-1,-1,1,76,6144,6400,3,84,6400,6400
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,84,6400,6631
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,68,6656,6656,-1,-1,-1,-1,-1,-1,-1,-1,2,71,6656,6656,-1,-1,-1,-1,1,84,6656,6656
1,68,6656,6900,-1,-1,-1,-1,-1,-1,-1,-1,2,71,6656,6900,-1,-1,-1,-1,-1,-1,-1,-1
1,68,6656,6912,-1,-1,-1,-1,-1,-1,-1,-1,2,71,6656,6912,-1,-1,-1,-1,1,85,6912,6912
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,85,6912,7143
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,73,7168,7168,-1,-1,-1,-1,-1,-1,-1,-1,0,70,7168,7168,-1,-1,-1,-1,0,82,7168,7168
3,73,7168,7412,-1,-1,-1,-1,-1,-1,-1,-1,0,70,7168,7412,-1,-1,-1,-1,-1,-1,-1,-1
3,73,7168,7424,-1,-1,-1,-1,-1,-1,-1,-1,0,70,7168,7424,-1,-1,-1,-1,0,82,7424,7424
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,82,7424,7655
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,69,7680,7680,-1,-1,-1,-1,-1,-1,-1,-1,0,70,7680,7680,3,83,7680,7680,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,73,8192,8192,2,69,8192,8192,-1,-1,-1,-1,1,82,8192,8192,-1,-1,-1,-1
-1,-1,-1,-1,3,73,8192,8436,2,69,8192,8436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,73,8192,8448,2,69,8192,8448,-1,-1,-1,-1,1,83,8448,8448,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,83,8448,8679,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,72,8704,8704,-1,-1,-1,-1,-1,-1,-1,-1,1,80,8704,8704,3,90,8704,8704
-1,-1,-1,-1,3,72,8704,8948,-1,-1,-1,-1,-1,-1,-1,-1,1,80,8704,8948,-1,-1,-1,-1
-1,-1,-1,-1,3,72,8704,8960,-1,-1,-1,-1,-1,-1,-1,-1,1,80,8704,8960,3,83,8960,8960
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,83,8960,9191
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,68,9216,9216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,69,9216,9216,5,87,9216,9216
1,68,9216,9460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,69,9216,9460,-1,-1,-1,-1
1,68,9216,9472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,69,9216,9472,5,81,9472,9472
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,81,9472,9703
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,73,9728,9728,-1,-1,-1,-1,-1,-1,-1,-1,1,72,9728,9728,3,79,9728,9728
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,68,10240,10240,-1,-1,-1,-1,-1,-1,-1,-1,2,69,10240,10240,-1,-1,-1,-1,1,81,10240,10240
1,68,10240,10484,-1,-1,-1,-1,-1,-1,-1,-1,2,69,10240,10484,-1,-1,-1,-1,-1,-1,-1,-1
1,68,10240,10496,-1,-1,-1,-1,-1,-1,-1,-1,2,69,10240,10496,-1,-1,-1,-1,1,83,10496,10496
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,83,10496,10727
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,75,10752,10752,-1,-1,-1,-1,0,70,10752,10752,-1,-1,-1,-1,0,81,10752,10752
-1,-1,-1,-1,3,75,10752,10996,-1,-1,-1,-1,0,70,10752,10996,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,75,10752,11008,-1,-1,-1,-1,0,70,10752,11008,-1,-1,-1,-1,0,84,11008,11008
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,84,11008,11239
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,69,11264,11264,-1,-1,-1,-1,-1,-1,-1,-1,0,71,11264,11264,3,82,11264,11264,-1,-1,-1,-1
3,69,11264,11508,-1,-1,-1,-1,-1,-1,-1,-1,0,71,11264,11508,-1,-1,-1,-1,-1,-1,-1,-1
3,69,11264,11520,-1,-1,-1,-1,-1,-1,-1,-1,0,71,11264,11520,3,83,11520,11520,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,83,11520,11751,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,74,11776,11776,2,70,11776,11776,-1,-1,-1,-1,1,80,11776,11776,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
