-1,-1,-1,9728,3,73,9728,9728,-1,-1,-1,9728,-1,-1,-1,9728,1,72,9728,9728,3,79,9728,9728
-1,-1,-1,10215,-1,-1,-1,10215,-1,-1,-1,10215,-1,-1,-1,10215,-1,-1,-1,10215,-1,-1,-1,10215
1,68,10240,10240,-1,-1,-1,10240,-1,-1,-1,10240,2,69,10240,10240,-1,-1,-1,10240,1,81,10240,10240
1,68,10240,10484,-1,-1,-1,10484,-1,-1,-1,10484,2,69,10240,10484,-1,-1,-1,10484,-1,-1,-1,10484
1,68,10240,10496,-1,-1,-1,10496,-1,-1,-1,10496,2,69,10240,10496,-1,-1,-1,10496,1,83,10496,10496
-1,-1,-1,10727,-1,-1,-1,10727,-1,-1,-1,10727,-1,-1,-1,10727,-1,-1,-1,10727,1,83,10496,10727
-1,-1,-1,10740,-1,-1,-1,10740,-1,-1,-1,10740,-1,-1,-1,10740,-1,-1,-1,10740,-1,-1,-1,10740
-1,-1,-1,10752,3,75,10752,10752,-1,-1,-1,10752,0,70,10752,10752,-1,-1,-1,10752,0,81,10752,10752
-1,-1,-1,10996,3,75,10752,10996,-1,-1,-1,10996,0,70,10752,10996,-1,-1,-1,10996,-1,-1,-1,10996
-1,-1,-1,11008,3,75,10752,11008,-1,-1,-1,11008,0,70,10752,11008,-1,-1,-1,11008,0,84,11008,11008
-1,-1,-1,11239,-1,-1,-1,11239,-1,-1,-1,11239,-1,-1,-1,11239,-1,-1,-1,11239,0,84,11008,11239
-1,-1,-1,11252,-1,-1,-1,11252,-1,-1,-1,11252,-1,-1,-1,11252,-1,-1,-1,11252,-1,-1,-1,11252
3,69,11264,11264,-1,-1,-1,11264,-1,-1,-1,11264,0,71,11264,11264,3,82,11264,11264,-1,-1,-1,11264
3,69,11264,11508,-1,-1,-1,11508,-1,-1,-1,11508,0,71,11264,11508,-1,-1,-1,11508,-1,-1,-1,11508
3,69,11264,11520,-1,-1,-1,11520,-1,-1,-1,11520,0,71,11264,11520,3,83,11520,11520,-1,-1,-1,11520
-1,-1,-1,11751,-1,-1,-1,11751,-1,-1,-1,11751,-1,-1,-1,11751,3,83,11520,11751,-1,-1,-1,11751
-1,-1,-1,11764,-1,-1,-1,11764,-1,-1,-1,11764,-1,-1,-1,11764,-1,-1,-1,11764,-1,-1,-1,11764
-1,-1,-1,11776,3,74,11776,11776,2,70,11776,11776,-1,-1,-1,11776,1,80,11776,11776,-1,-1,-1,11776
-1,-1,-1,12263,-1,-1,-1,12263,-1,-1,-1,12263,-1,-1,-1,12263,-1,-1,-1,12263,-1,-1,-1,12263
